sample_name,fastq_fwd_file_name,fastq_rev_file_name,sample_type,host_phylum,host_class,host_order,host_family,host_genus,host_species,species_name,collection_latitude,collection_longitude,collection_date,collection_depth,collection_site,collection_batch
KL-97,KL-97_S318_L001_R1_001.fastq.gz,KL-97_S318_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Pseudodiploria,strigosa,P.strigosa,24.94844437,-80.46238708,20010622,15.9,Conch,historical
KL-106,KL-106_S326_L001_R1_001.fastq.gz,KL-106_S326_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Pseudodiploria,strigosa,P.strigosa,24.94844437,-80.46238708,20010622,15.2,Conch,historical
KL-125,KL-125_S342_L001_R1_001.fastq.gz,KL-125_S342_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Pseudodiploria,strigosa,P.strigosa,24.94844437,-80.46238708,20010622,14.1,Conch,historical
KL-174,KL-174_S361_L001_R1_001.fastq.gz,KL-174_S361_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Pseudodiploria,strigosa,P.strigosa,25.00873947,-80.44978333,20010622,2.6,Triangles,historical
Tri-54,Tri-54_S442_L001_R1_001.fastq.gz,Tri-54_S442_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Pseudodiploria,strigosa,P.strigosa,24.93535233,-80.54960632,20210702,14,Tavernier Rocks,contemporary
Tri-60,Tri-60_S448_L001_R1_001.fastq.gz,Tri-60_S448_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Pseudodiploria,strigosa,P.strigosa,24.93535233,-80.54960632,20210702,16,Tavernier Rocks,contemporary
Tr-5,Tr-5_S450_L001_R1_001.fastq.gz,Tr-5_S450_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Pseudodiploria,strigosa,P.strigosa,24.93535233,-80.54960632,20210702,13,Tavernier Rocks,contemporary
CR-31,CR-31_S42_L001_R1_001.fastq.gz,CR-31_S42_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,unknown,unknown,unknown,unknown,24.94844437,-80.46238708,20210702,55,Conch,contemporary
CR-40,CR-40_S47_L001_R1_001.fastq.gz,CR-40_S47_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,unknown,unknown,unknown,unknown,24.94844437,-80.46238708,20210702,55,Conch,contemporary
KL-CP-78,KL-CP-78_S172_L001_R1_001.fastq.gz,KL-CP-78_S172_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,unknown,unknown,unknown,unknown,24.90399933,-80.61685944,20201012,10,Cheeca,contemporary
KL-PR-11,KL-PR-11_S383_L001_R1_001.fastq.gz,KL-PR-11_S383_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,unknown,unknown,unknown,unknown,24.98698044,-80.41486359,20201012,20,Pickles,contemporary
KL-PR-12,KL-PR-12_S384_L001_R1_001.fastq.gz,KL-PR-12_S384_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,unknown,unknown,unknown,unknown,24.98698044,-80.41486359,20201012,20,Pickles,contemporary
KL-PR-13,KL-PR-13_S385_L001_R1_001.fastq.gz,KL-PR-13_S385_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,unknown,unknown,unknown,unknown,24.98698044,-80.41486359,20201012,20,Pickles,contemporary
KL-PR-14,KL-PR-14_S386_L001_R1_001.fastq.gz,KL-PR-14_S386_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,unknown,unknown,unknown,unknown,24.98698044,-80.41486359,20201012,20,Pickles,contemporary
KL-PR-15,KL-PR-15_S387_L001_R1_001.fastq.gz,KL-PR-15_S387_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,unknown,unknown,unknown,unknown,24.98698044,-80.41486359,20201012,20,Pickles,contemporary
KL-PR-16,KL-PR-16_S388_L001_R1_001.fastq.gz,KL-PR-16_S388_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,unknown,unknown,unknown,unknown,24.98698044,-80.41486359,20201012,20,Pickles,contemporary
Tri-21,Tri-21_S409_L001_R1_001.fastq.gz,Tri-21_S409_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,unknown,unknown,unknown,unknown,25.00873947,-80.44978333,20210702,10,Triangles,contemporary
Tri-22,Tri-22_S410_L001_R1_001.fastq.gz,Tri-22_S410_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,unknown,unknown,unknown,unknown,25.00873947,-80.44978333,20210702,10,Triangles,contemporary
Tri-35,Tri-35_S423_L001_R1_001.fastq.gz,Tri-35_S423_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,unknown,DS,unknown,unknown,25.00873947,-80.44978333,20210702,9,Triangles,contemporary
Tr-12,Tr-12_S460_L001_R1_001.fastq.gz,Tr-12_S460_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,unknown,unknown,unknown,unknown,24.93535233,-80.54960632,20210702,17,Tavernier Rocks,contemporary
KL-704,KL-704_S209_L001_R1_001.fastq.gz,KL-704_S209_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Oculinidae,Oculina,varicosa,O.varicosa,24.90399933,-80.61685944,20030930,7,Cheeca,historical
